0.0,0
0.05,1
0.1,2
0.15,3
0.2,4
0.25,5
0.3,6
0.35,7
0.4,8
0.45,9
0.5,10
0.55,11
0.6,12
0.65,13
0.7,14
0.75,15
0.8,16
0.85,17
0.9,18
0.95,19
1.0,20
1.05,21
1.1,22
1.15,23
1.2,24
1.25,25
1.3,26
1.35,27
1.4,28
1.45,29
1.5,30
1.55,31
1.6,32
1.65,33
1.7,34
1.75,35
1.8,36
1.85,37
1.9,38
1.95,39
2.0,40
2.05,41
2.1,42
2.15,43
2.2,44
2.25,45
2.3,46
2.35,47
2.4,48
2.45,49
2.5,50
2.55,51
2.6,52
2.65,53
2.7,54
2.75,55
2.8,56
2.85,57
2.9,58
2.95,59
3.0,60
3.05,61
3.1,62
3.15,63
3.2,64
3.25,65
3.3,66
3.35,67
3.4,68
3.45,69
3.5,70
3.55,71
3.6,72
3.65,73
3.7,74
3.75,75
3.8,76
3.85,77
3.9,78
3.95,79
4.0,80
4.05,81
4.1,82
4.15,83
4.2,84
4.25,85
4.3,86
4.35,87
4.4,88
4.45,89
4.5,90
4.55,91
4.6,92
4.65,93
4.7,94
4.75,95
4.8,96
4.85,97
4.9,98
4.95,99
5.0,100
5.05,101
5.1,102
5.15,103
5.2,104
5.25,105
5.3,106
5.35,107
5.4,108
5.45,109
5.5,110
5.55,111
5.6,112
5.65,113
5.7,114
5.75,115
5.8,116
5.85,117
5.9,118
5.95,119
6.0,120
6.05,121
6.1,122
6.15,123
6.2,124
6.25,125
6.3,126
6.35,127
6.4,128
6.45,129
6.5,130
6.55,131
6.6,132
6.65,133
6.7,134
6.75,135
6.8,136
6.85,137
6.9,138
6.95,139
7.0,140
7.05,141
7.1,142
7.15,143
7.2,144
7.25,145
7.3,146
7.35,147
7.4,148
7.45,149
7.5,150
7.55,151
7.6,152
7.65,153
7.7,154
7.75,155
7.8,156
7.85,157
7.9,158
7.95,159
8.0,160
8.05,161
8.1,162
8.15,163
8.2,164
8.25,165
8.3,166
8.35,167
8.4,168
8.45,169
8.5,170
8.55,171
8.6,172
8.65,173
8.7,174
8.75,175
8.8,176
8.85,177
8.9,178
8.95,179
9.0,180
9.05,181
9.1,182
9.15,183
9.2,184
9.25,185
9.3,186
9.35,187
9.4,188
9.45,189
9.5,190
9.55,191
9.6,192
9.65,193
9.7,194
9.75,195
9.8,196
9.85,197
9.9,198
9.95,199
10.0,200
10.05,201
10.1,202
10.15,203
10.2,204
10.25,205
10.3,206
10.35,207
10.4,208
10.45,209
10.5,210
10.55,211
10.6,212
10.65,213
10.7,214
10.75,215
10.8,216
10.85,217
10.9,218
10.95,219
11.0,220
11.05,221
11.1,222
11.15,223
11.2,224
11.25,225
11.3,226
11.35,227
11.4,228
11.45,229
11.5,230
11.55,231
11.6,232
11.65,233
11.7,234
11.75,235
11.8,236
11.85,237
11.9,238
11.95,239
12.0,240
12.05,241
12.1,242
12.15,243
12.2,244
12.25,245
12.3,246
12.35,247
12.4,248
12.45,249
12.5,250
12.55,251
12.6,252
12.65,253
12.7,254
12.75,255
